CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Quarter,Year,Date_Leave
720967233,Existing Customer,48,F,College,Married,$40K - $60K,Blue,41,4,1,1,3327,1351,113,none,2019,"none,2019"
720968583,Existing Customer,52,F,Graduate,Married,$80K - $120K,Gold,45,3,1,2,29551,2095,63,none,2018,"none,2018"
720968583,Existing Customer,52,F,Graduate,Married,$80K - $120K,Gold,57,3,3,2,29551,1389,52,none,2019,"none,2019"
720971358,Existing Customer,59,M,College,Married,$80K - $120K,Gold,47,5,3,3,26812,1491,110,none,2018,"none,2018"
720971358,Existing Customer,59,M,College,Married,$80K - $120K,Gold,59,5,3,3,26812,956,90,none,2019,"none,2019"
720973833,Existing Customer,49,M,College,Divorced,$60K - $80K,Silver,36,5,3,2,4596,0,62,none,2018,"none,2018"
720973833,Existing Customer,49,M,College,Divorced,$60K - $80K,Silver,48,5,4,2,4596,1253,121,none,2019,"none,2019"
720977358,Existing Customer,48,F,College,Single,$40K - $60K,Blue,48,3,0,2,2528,915,68,none,2019,"none,2019"
720977358,Existing Customer,43,F,College,Single,$40K - $60K,Blue,36,3,2,2,2528,1689,78,none,2018,"none,2018"
720980958,Existing Customer,33,F,Graduate,Married,Less than $40K,Blue,42,1,3,2,3092,1086,68,none,2019,"none,2019"
720980958,Existing Customer,33,F,Graduate,Married,Less than $40K,Blue,30,1,3,2,3092,909,87,none,2018,"none,2018"
720983733,Attrited Customer,44,M,Graduate,Married,$60K - $80K,Gold,36,2,3,3,15422,864,54,Q2,2018,"Q2,2018"
720986958,Existing Customer,50,F,Graduate,Divorced,$40K - $60K,Silver,40,6,2,5,8307,2517,36,none,2018,"none,2018"
720986958,Existing Customer,50,F,Graduate,Divorced,$40K - $60K,Silver,52,6,6,5,8307,1472,84,none,2019,"none,2019"
720988083,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,47,3,0,2,1600,908,85,none,2019,"none,2019"
720988083,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,35,3,3,2,"1438,3",1080,79,none,2018,"none,2018"
720989133,Existing Customer,41,F,College,Married,Less than $40K,Blue,48,2,4,2,1654,400,120,none,2019,"none,2019"
720989133,Existing Customer,41,F,College,Married,Less than $40K,Blue,36,2,1,2,1654,1093,82,none,2018,"none,2018"
720990183,Attrited Customer,54,M,High School,Married,$60K - $80K,Silver,36,5,2,3,14539,0,26,Q3,2018,"Q3,2018"
720991833,Attrited Customer,48,F,College,Married,$40K - $60K,Blue,36,4,3,4,2514,2090,53,Q2,2018,"Q2,2018"
720992883,Existing Customer,47,F,Graduate,Married,$40K - $60K,Blue,37,4,3,3,3189,1863,76,none,2018,"none,2018"
720992883,Existing Customer,47,F,Graduate,Married,$40K - $60K,Blue,49,4,4,3,3189,1440,97,none,2019,"none,2019"
720995583,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,Gold,45,3,4,2,25217,1348,95,none,2019,"none,2019"
720995583,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,Gold,33,3,2,2,25217,1754,110,none,2018,"none,2018"
720997383,Attrited Customer,52,M,Uneducated,Married,Less than $40K,Blue,36,2,3,3,1857,1833,17,Q3,2018,"Q3,2018"
720998358,Existing Customer,52,M,Graduate,Single,$120K +,Platinum,41,3,3,1,34516,1043,38,none,2018,"none,2018"
720998358,Existing Customer,52,M,Graduate,Single,$120K +,Platinum,53,3,0,1,34516,1306,40,none,2019,"none,2019"
721000833,Existing Customer,49,M,High School,Married,$40K - $60K,Blue,50,1,2,2,3599,681,109,none,2019,"none,2019"
721000833,Existing Customer,49,M,High School,Married,$40K - $60K,Blue,38,1,3,2,3599,0,110,none,2018,"none,2018"
721001883,Existing Customer,41,M,Uneducated,Married,Less than $40K,Blue,42,3,6,2,1950,1317,54,none,2019,"none,2019"
721001883,Existing Customer,41,M,Uneducated,Married,Less than $40K,Blue,30,3,1,2,1950,1618,47,none,2018,"none,2018"
721003008,Attrited Customer,55,F,Graduate,Married,$40K - $60K,Blue,24,3,2,2,3261,2517,18,Q2,2018,"Q2,2018"
721004133,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,37,6,1,2,1600,909,43,none,2019,"none,2019"
721004133,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,25,6,2,2,"1438,3",538,73,none,2018,"none,2018"
721005108,Existing Customer,41,M,College,Married,$40K - $60K,Silver,29,3,2,2,6991,1384,104,none,2018,"none,2018"
721005108,Existing Customer,41,M,College,Married,$40K - $60K,Silver,41,3,1,2,6991,1116,40,none,2019,"none,2019"
721006458,Existing Customer,42,M,College,Single,$40K - $60K,Blue,35,2,1,3,3214,1471,114,none,2018,"none,2018"
721006458,Existing Customer,42,M,College,Single,$40K - $60K,Blue,47,2,2,3,3214,317,102,none,2019,"none,2019"
721008933,Existing Customer,44,F,Graduate,Divorced,Less than $40K,Blue,48,1,4,2,3107,513,77,none,2019,"none,2019"
721008933,Existing Customer,44,F,Graduate,Divorced,Less than $40K,Blue,36,1,1,2,3107,1995,87,none,2018,"none,2018"
721011858,Existing Customer,63,M,Graduate,Married,Less than $40K,Blue,64,6,1,3,1500,400,52,none,2019,"none,2019"
721011858,Existing Customer,63,M,Graduate,Married,Less than $40K,Blue,52,6,3,3,"1438,3",0,78,none,2018,"none,2018"
721012983,Existing Customer,46,M,Graduate,Married,$60K - $80K,Silver,38,6,1,2,12935,1417,61,none,2018,"none,2018"
721012983,Existing Customer,46,M,Graduate,Married,$60K - $80K,Silver,50,6,5,2,12935,926,37,none,2019,"none,2019"
721014858,Existing Customer,61,F,Graduate,Married,Less than $40K,Blue,65,4,5,2,2942,1063,43,none,2019,"none,2019"
721014858,Existing Customer,61,F,Graduate,Married,Less than $40K,Blue,53,4,1,2,2942,2022,28,none,2018,"none,2018"
721017333,Existing Customer,42,F,High School,Married,$40K - $60K,Blue,36,4,2,3,3188,2002,83,none,2018,"none,2018"
721017333,Existing Customer,42,F,High School,Married,$40K - $60K,Blue,48,4,4,3,3188,320,65,none,2019,"none,2019"
721020858,Existing Customer,34,F,College,Single,$40K - $60K,Blue,20,2,2,2,3190,1959,66,none,2018,"none,2018"
721020858,Existing Customer,34,F,College,Single,$40K - $60K,Blue,32,2,4,2,3190,894,99,none,2019,"none,2019"
721022433,Existing Customer,44,M,Graduate,Divorced,$60K - $80K,Silver,36,5,1,2,7577,2480,35,none,2018,"none,2018"
721022433,Existing Customer,44,M,Graduate,Divorced,$60K - $80K,Silver,48,5,4,2,7577,1424,44,none,2019,"none,2019"
721023708,Existing Customer,47,M,Graduate,Married,$60K - $80K,Gold,36,3,3,3,17557,0,62,none,2018,"none,2018"
721023708,Existing Customer,47,M,Graduate,Married,$60K - $80K,Gold,48,3,1,3,17557,1375,85,none,2019,"none,2019"
721026033,Existing Customer,50,F,College,Single,$40K - $60K,Blue,44,4,3,2,2564,1258,43,none,2018,"none,2018"
721026033,Attrited Customer,50,F,College,Single,$40K - $60K,Blue,56,4,3,2,2564,257,62,Q4,2019,"Q4,2019"
721027083,Existing Customer,47,F,High School,Married,Less than $40K,Blue,48,6,4,0,3054,321,65,none,2019,"none,2019"
721027083,Existing Customer,47,F,High School,Married,Less than $40K,Blue,36,6,1,0,3054,1862,87,none,2018,"none,2018"
721028283,Existing Customer,40,F,High School,Married,$40K - $60K,Silver,28,4,1,3,11494,1160,86,none,2018,"none,2018"
721028283,Existing Customer,40,F,High School,Married,$40K - $60K,Silver,40,4,6,3,11494,772,61,none,2019,"none,2019"
721029858,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,36,2,1,2,2166,1458,109,none,2018,"none,2018"
721029858,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,48,2,2,2,2166,290,72,none,2019,"none,2019"
721032633,Attrited Customer,55,F,College,Married,$40K - $60K,Blue,32,5,3,4,2496,1999,50,Q2,2018,"Q2,2018"
721033908,Existing Customer,58,M,High School,Single,$40K - $60K,Blue,46,6,3,1,2541,1053,82,none,2018,"none,2018"
721033908,Attrited Customer,58,M,High School,Single,$40K - $60K,Blue,58,6,5,1,2541,388,50,Q3,2019,"Q3,2019"
721036233,Existing Customer,61,M,High School,Married,$60K - $80K,Silver,36,4,3,3,9172,1567,42,none,2018,"none,2018"
721036233,Attrited Customer,61,M,High School,Married,$60K - $80K,Silver,48,4,4,3,9172,1187,95,Q3,2019,"Q3,2019"
721038408,Existing Customer,38,F,High School,Married,Less than $40K,Blue,39,4,6,2,1830,915,28,none,2019,"none,2019"
721038408,Existing Customer,38,F,High School,Married,Less than $40K,Blue,27,4,1,2,1830,0,43,none,2018,"none,2018"
721039308,Existing Customer,40,M,Post-Graduate,Divorced,$80K - $120K,Platinum,36,4,3,2,32431,850,71,none,2018,"none,2018"
721039308,Existing Customer,40,M,Post-Graduate,Divorced,$80K - $120K,Platinum,48,4,3,2,32431,1414,102,none,2019,"none,2019"
721041483,Attrited Customer,45,M,Graduate,Married,$60K - $80K,Silver,37,1,2,2,13093,2517,39,Q4,2018,"Q4,2018"
721043058,Existing Customer,58,M,Graduate,Married,$60K - $80K,Silver,44,5,1,3,12010,2149,35,none,2018,"none,2018"
721043058,Existing Customer,58,M,Graduate,Married,$60K - $80K,Silver,56,5,6,3,12010,1155,97,none,2019,"none,2019"
721044333,Existing Customer,34,F,College,Single,Less than $40K,Blue,34,5,0,0,1695,240,87,none,2019,"none,2019"
721044333,Existing Customer,34,F,College,Single,Less than $40K,Blue,22,5,2,0,1695,761,91,none,2018,"none,2018"
721045608,Attrited Customer,51,F,High School,Married,Less than $40K,Blue,44,6,2,3,2943,1463,85,Q2,2019,"Q2,2019"
721045608,Existing Customer,51,F,High School,Married,Less than $40K,Blue,32,6,3,3,2943,2131,75,none,2018,"none,2018"
721049658,Existing Customer,53,M,Graduate,Married,$40K - $60K,Blue,34,6,3,0,2506,0,62,none,2018,"none,2018"
721049658,Existing Customer,53,M,Graduate,Married,$40K - $60K,Blue,46,6,3,0,2506,1098,39,none,2019,"none,2019"
721051908,Existing Customer,45,M,Graduate,Married,$60K - $80K,Silver,33,3,1,3,7552,0,32,none,2018,"none,2018"
721051908,Existing Customer,45,M,Graduate,Married,$60K - $80K,Silver,45,3,3,3,7552,1251,70,none,2019,"none,2019"
721053633,Existing Customer,45,M,College,Single,$40K - $60K,Silver,31,2,2,1,6530,1425,101,none,2018,"none,2018"
721053633,Existing Customer,45,M,College,Single,$40K - $60K,Silver,43,2,6,1,6530,242,39,none,2019,"none,2019"
721055058,Existing Customer,36,M,Graduate,Married,$60K - $80K,Silver,21,4,1,5,12763,2517,46,none,2018,"none,2018"
721055058,Existing Customer,36,M,Graduate,Married,$60K - $80K,Silver,33,4,4,5,12763,380,91,none,2019,"none,2019"
721057758,Existing Customer,47,F,College,Married,Less than $40K,Blue,59,4,4,3,1500,502,108,none,2019,"none,2019"
721057758,Existing Customer,45,F,College,Married,Less than $40K,Blue,47,4,2,3,"1438,3",0,27,none,2018,"none,2018"
721059033,Existing Customer,48,F,High School,Divorced,Less than $40K,Blue,52,4,2,2,1919,526,36,none,2019,"none,2019"
721059033,Existing Customer,48,F,High School,Divorced,Less than $40K,Blue,40,4,1,2,1919,774,33,none,2018,"none,2018"
721060083,Existing Customer,42,F,College,Married,$40K - $60K,Silver,27,1,1,1,7226,1889,71,none,2018,"none,2018"
721060083,Existing Customer,42,F,College,Married,$40K - $60K,Silver,39,1,0,1,7226,1434,115,none,2019,"none,2019"
721062408,Existing Customer,54,M,College,Divorced,$40K - $60K,Silver,34,4,3,4,6387,1597,26,none,2018,"none,2018"
721062408,Attrited Customer,54,M,College,Divorced,$40K - $60K,Silver,46,4,3,4,6387,1391,38,Q2,2019,"Q2,2019"
721063533,Attrited Customer,51,M,Graduate,Single,Less than $40K,Blue,53,1,2,3,3062,541,32,Q2,2019,"Q2,2019"
721063533,Existing Customer,51,M,Graduate,Single,Less than $40K,Blue,41,1,3,3,3062,2058,75,none,2018,"none,2018"
721067658,Existing Customer,40,M,Graduate,Married,$60K - $80K,Gold,36,6,1,3,27436,642,81,none,2018,"none,2018"
721067658,Existing Customer,40,M,Graduate,Married,$60K - $80K,Gold,48,6,6,3,27436,1161,109,none,2019,"none,2019"
721072908,Attrited Customer,51,M,College,Single,$40K - $60K,Blue,48,6,5,3,3232,1105,99,Q3,2019,"Q3,2019"
721072908,Existing Customer,51,M,College,Single,$40K - $60K,Blue,36,6,2,3,3232,1346,69,none,2018,"none,2018"
721074183,Existing Customer,49,F,Graduate,Married,$60K - $80K,Gold,36,4,6,3,24159,1196,24,none,2018,"none,2018"
721074183,Existing Customer,49,F,Graduate,Married,$60K - $80K,Gold,48,4,4,3,24159,1488,100,none,2019,"none,2019"
721080183,Existing Customer,33,F,Graduate,Single,$40K - $60K,Silver,20,2,2,3,4883,0,82,none,2018,"none,2018"
721080183,Existing Customer,33,F,Graduate,Single,$40K - $60K,Silver,32,2,1,3,4883,624,119,none,2019,"none,2019"
721083258,Existing Customer,37,F,High School,Divorced,$40K - $60K,Blue,34,5,5,3,2563,1494,113,none,2019,"none,2019"
721083258,Existing Customer,37,F,High School,Divorced,$40K - $60K,Blue,22,5,1,3,2563,1638,46,none,2018,"none,2018"
721084833,Existing Customer,64,M,Graduate,Single,$60K - $80K,Gold,46,5,4,2,17657,1076,66,none,2019,"none,2019"
721084833,Existing Customer,64,M,Graduate,Single,$60K - $80K,Gold,34,5,0,2,17657,2018,39,none,2018,"none,2018"
721086483,Existing Customer,27,F,Graduate,Single,$40K - $60K,Silver,19,3,3,3,10982,2517,97,none,2018,"none,2018"
721086483,Existing Customer,27,F,Graduate,Single,$40K - $60K,Silver,31,3,6,3,10982,625,108,none,2019,"none,2019"
721091583,Existing Customer,44,F,Graduate,Single,Less than $40K,Blue,44,3,3,3,3031,1256,70,none,2019,"none,2019"
721091583,Existing Customer,44,F,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031,1879,15,none,2018,"none,2018"
721092783,Existing Customer,46,M,Graduate,Married,$80K - $120K,Gold,36,6,3,1,19838,1290,68,none,2018,"none,2018"
721092783,Existing Customer,46,M,Graduate,Married,$80K - $120K,Gold,48,6,2,1,19838,865,63,none,2019,"none,2019"
721093608,Existing Customer,44,M,High School,Single,$40K - $60K,Blue,31,5,1,1,2197,0,64,none,2018,"none,2018"
721093608,Existing Customer,44,M,High School,Single,$40K - $60K,Blue,43,5,0,1,2197,1460,36,none,2019,"none,2019"
721096983,Existing Customer,34,F,Graduate,Single,$40K - $60K,Blue,48,4,6,4,3625,302,107,none,2019,"none,2019"
721096983,Existing Customer,34,F,Graduate,Single,$40K - $60K,Blue,36,4,3,4,3625,2517,46,none,2018,"none,2018"
721104708,Attrited Customer,60,F,High School,Married,$40K - $60K,Blue,36,1,3,1,2067,1966,41,Q2,2018,"Q2,2018"
721106133,Existing Customer,57,F,Uneducated,Married,Less than $40K,Blue,48,3,6,1,2312,362,106,none,2019,"none,2019"
721106133,Existing Customer,57,F,Uneducated,Married,Less than $40K,Blue,36,3,4,1,2312,1789,82,none,2018,"none,2018"
721107258,Attrited Customer,45,F,College,Married,$40K - $60K,Silver,49,2,0,2,5465,434,69,Q1,2019,"Q1,2019"
721107258,Existing Customer,45,F,College,Married,$40K - $60K,Silver,37,2,2,2,5465,1967,115,none,2018,"none,2018"
721109358,Existing Customer,39,M,High School,Married,$40K - $60K,Blue,27,6,2,1,2583,0,87,none,2018,"none,2018"
721109358,Existing Customer,39,M,High School,Married,$40K - $60K,Blue,39,6,1,1,2583,688,73,none,2019,"none,2019"
721111233,Existing Customer,52,M,Graduate,Married,$60K - $80K,Silver,43,6,3,3,11964,800,85,none,2018,"none,2018"
721111233,Existing Customer,52,M,Graduate,Married,$60K - $80K,Silver,55,6,3,3,11964,296,91,none,2019,"none,2019"
721112508,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,52,2,3,1,5298,236,58,none,2019,"none,2019"
721112508,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,40,2,3,1,5298,0,80,none,2018,"none,2018"
721113333,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,48,1,0,3,1740,400,107,none,2019,"none,2019"
721113333,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,36,1,2,3,1740,0,93,none,2018,"none,2018"
721114458,Existing Customer,46,M,College,Single,$120K +,Platinum,36,1,2,2,34516,585,96,none,2018,"none,2018"
721114458,Existing Customer,46,M,College,Single,$120K +,Platinum,48,1,3,2,34516,1492,31,none,2019,"none,2019"
721115733,Existing Customer,47,M,High School,Married,Less than $40K,Blue,48,5,1,2,2000,953,90,none,2019,"none,2019"
721115733,Existing Customer,47,M,High School,Married,Less than $40K,Blue,36,5,3,2,1591,894,79,none,2018,"none,2018"
721117533,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,38,3,3,3,2171,1162,54,none,2019,"none,2019"
721117533,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,26,3,3,3,2171,1418,45,none,2018,"none,2018"
721120008,Existing Customer,43,F,High School,Single,$40K - $60K,Blue,29,6,3,2,2162,1377,29,none,2018,"none,2018"
721120008,Existing Customer,43,F,High School,Single,$40K - $60K,Blue,41,6,3,2,2162,786,61,none,2019,"none,2019"
721121283,Existing Customer,35,F,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573,1280,81,none,2018,"none,2018"
721121283,Existing Customer,35,F,Graduate,Single,$40K - $60K,Blue,36,4,0,4,2000,1278,87,none,2019,"none,2019"
721122258,Existing Customer,38,F,College,Married,$40K - $60K,Silver,36,5,5,3,5293,1030,62,none,2018,"none,2018"
721122258,Existing Customer,38,F,College,Married,$40K - $60K,Silver,48,5,6,3,5293,1144,60,none,2019,"none,2019"
721124658,Attrited Customer,60,M,High School,Married,$40K - $60K,Blue,27,4,2,3,3427,0,63,Q2,2018,"Q2,2018"
721126833,Attrited Customer,51,M,College,Married,$60K - $80K,Silver,41,5,2,3,14902,0,39,Q2,2018,"Q2,2018"
721129383,Existing Customer,53,F,High School,Married,Less than $40K,Blue,48,3,2,2,3128,1028,61,none,2019,"none,2019"
721129383,Existing Customer,53,F,High School,Married,Less than $40K,Blue,36,3,1,2,3128,2517,42,none,2018,"none,2018"
721132233,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,43,2,4,2,2410,957,103,none,2019,"none,2019"
721132233,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410,1769,30,none,2018,"none,2018"
721137558,Attrited Customer,60,M,Graduate,Divorced,$40K - $60K,Silver,28,1,2,3,5821,894,42,Q1,2018,"Q1,2018"
721139808,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,48,1,2,1,2344,1004,76,none,2019,"none,2019"
721139808,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,36,1,2,1,2344,1081,80,none,2018,"none,2018"
721143258,Existing Customer,46,M,High School,Single,Less than $40K,Blue,45,6,5,3,2000,1044,81,none,2019,"none,2019"
721143258,Existing Customer,46,M,High School,Single,Less than $40K,Blue,33,6,4,3,1664,798,66,none,2018,"none,2018"
721144383,Existing Customer,42,M,Graduate,Married,$60K - $80K,Gold,40,5,1,2,28202,1346,86,none,2019,"none,2019"
721144383,Existing Customer,42,M,Graduate,Married,$60K - $80K,Gold,28,5,1,2,28202,843,38,none,2018,"none,2018"
721145433,Existing Customer,52,F,High School,Single,$40K - $60K,Silver,36,3,2,2,11280,1523,128,none,2018,"none,2018"
721145433,Existing Customer,52,F,High School,Single,$40K - $60K,Silver,48,3,1,2,11280,1195,37,none,2019,"none,2019"
721147383,Existing Customer,37,F,High School,Single,Less than $40K,Blue,34,4,5,4,2448,980,119,none,2019,"none,2019"
721147383,Existing Customer,37,F,High School,Single,Less than $40K,Blue,22,4,2,4,2448,1740,81,none,2018,"none,2018"
721148358,Existing Customer,49,F,College,Single,$60K - $80K,Silver,38,6,2,1,12860,0,27,none,2018,"none,2018"
721148358,Existing Customer,49,F,College,Single,$60K - $80K,Silver,50,6,4,1,12860,1334,43,none,2019,"none,2019"
721150833,Existing Customer,37,M,College,Single,$60K - $80K,Silver,18,6,2,5,5110,1942,76,none,2018,"none,2018"
721150833,Existing Customer,37,M,College,Single,$60K - $80K,Silver,30,6,0,5,5110,268,86,none,2019,"none,2019"
721154208,Existing Customer,31,F,College,Married,Less than $40K,Blue,36,3,4,3,2882,2081,103,none,2018,"none,2018"
721154208,Attrited Customer,31,F,College,Married,Less than $40K,Blue,48,3,4,3,2882,1482,85,Q4,2019,"Q4,2019"
721156758,Existing Customer,52,M,Graduate,Married,$60K - $80K,Gold,44,1,2,1,23889,603,124,none,2018,"none,2018"
721156758,Existing Customer,52,M,Graduate,Married,$60K - $80K,Gold,56,1,3,1,23889,966,56,none,2019,"none,2019"
721158108,Existing Customer,38,M,Graduate,Single,Less than $40K,Blue,42,3,6,4,2346,1109,101,none,2019,"none,2019"
721158108,Existing Customer,38,M,Graduate,Single,Less than $40K,Blue,30,3,2,4,2346,0,72,none,2018,"none,2018"
721163133,Existing Customer,44,M,Graduate,Married,$80K - $120K,Gold,36,6,3,1,28292,0,60,none,2018,"none,2018"
721163133,Existing Customer,44,M,Graduate,Married,$80K - $120K,Gold,48,6,6,1,28292,805,114,none,2019,"none,2019"
721164483,Existing Customer,46,F,College,Married,Less than $40K,Blue,46,2,0,3,1441,442,120,none,2019,"none,2019"
721164483,Existing Customer,46,F,College,Married,Less than $40K,Blue,34,2,1,3,1441,642,84,none,2018,"none,2018"
721165608,Existing Customer,51,M,Graduate,Married,$60K - $80K,Gold,48,3,3,3,26142,383,34,none,2019,"none,2019"
721165608,Existing Customer,51,M,Graduate,Married,$60K - $80K,Gold,36,3,6,3,26142,0,78,none,2018,"none,2018"
721167783,Existing Customer,54,M,College,Single,$60K - $80K,Silver,39,1,3,3,7773,2465,69,none,2018,"none,2018"
721167783,Existing Customer,54,M,College,Single,$60K - $80K,Silver,51,1,3,3,7773,672,44,none,2019,"none,2019"
721169883,Existing Customer,41,M,College,Divorced,$60K - $80K,Silver,31,1,3,2,5002,1945,109,none,2018,"none,2018"
721169883,Existing Customer,41,M,College,Divorced,$60K - $80K,Silver,43,1,5,2,5002,1136,76,none,2019,"none,2019"
721171008,Existing Customer,31,F,Graduate,Married,$40K - $60K,Silver,36,2,3,1,10353,1520,124,none,2018,"none,2018"
721171008,Existing Customer,31,F,Graduate,Married,$40K - $60K,Silver,48,2,4,1,10353,1082,88,none,2019,"none,2019"
721173183,Attrited Customer,57,F,Uneducated,Married,Less than $40K,Blue,55,2,6,2,2363,1329,47,Q3,2019,"Q3,2019"
721173183,Existing Customer,57,F,Uneducated,Married,Less than $40K,Blue,43,2,1,2,2363,1876,85,none,2018,"none,2018"
721174008,Existing Customer,37,M,Graduate,Married,$60K - $80K,Silver,23,4,3,3,7607,2170,77,none,2018,"none,2018"
721174008,Existing Customer,37,M,Graduate,Married,$60K - $80K,Silver,35,4,3,3,7607,367,93,none,2019,"none,2019"
721175283,Existing Customer,59,F,Graduate,Married,$40K - $60K,Blue,48,3,5,1,2697,1426,66,none,2019,"none,2019"
721175283,Existing Customer,59,F,Graduate,Married,$40K - $60K,Blue,36,3,1,1,2697,1410,58,none,2018,"none,2018"
721178583,Attrited Customer,55,F,Graduate,Divorced,$40K - $60K,Silver,22,2,3,2,5674,0,29,Q4,2018,"Q4,2018"
721179708,Existing Customer,48,F,College,Married,$40K - $60K,Silver,49,4,3,3,5758,1110,53,none,2019,"none,2019"
721179708,Existing Customer,48,F,College,Married,$40K - $60K,Silver,37,4,2,3,5758,0,76,none,2018,"none,2018"
721181883,Existing Customer,30,F,Graduate,Single,$40K - $60K,Silver,18,4,2,3,9641,0,75,none,2018,"none,2018"
721181883,Existing Customer,30,F,Graduate,Single,$40K - $60K,Silver,30,4,0,3,9641,1125,96,none,2019,"none,2019"
721183983,Existing Customer,48,M,Graduate,Married,$120K +,Platinum,31,6,3,1,34516,1013,37,none,2018,"none,2018"
721183983,Existing Customer,48,M,Graduate,Married,$120K +,Platinum,43,6,1,1,34516,1283,107,none,2019,"none,2019"
721188033,Existing Customer,48,M,College,Married,$40K - $60K,Silver,51,2,4,1,6797,1118,49,none,2019,"none,2019"
721188033,Existing Customer,48,M,College,Married,$40K - $60K,Silver,39,2,3,1,6797,2239,112,none,2018,"none,2018"
721189008,Existing Customer,41,M,Graduate,Married,$60K - $80K,Silver,27,4,2,4,12270,0,67,none,2018,"none,2018"
721189008,Attrited Customer,41,M,Graduate,Married,$60K - $80K,Silver,39,4,5,4,12270,742,47,Q3,2019,"Q3,2019"
721190358,Existing Customer,49,M,Graduate,Divorced,$80K - $120K,Gold,29,2,2,2,29690,2517,86,none,2018,"none,2018"
721190358,Attrited Customer,49,M,Graduate,Divorced,$80K - $120K,Gold,41,2,1,2,29690,738,118,Q2,2019,"Q2,2019"
721194858,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,40,6,2,2,4438,2472,60,none,2018,"none,2018"
721194858,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,52,6,5,2,4438,1182,52,none,2019,"none,2019"
721202058,Existing Customer,62,F,High School,Married,$40K - $60K,Blue,49,4,1,1,4409,785,61,none,2018,"none,2018"
721202058,Attrited Customer,62,F,High School,Married,$40K - $60K,Blue,61,4,6,1,4409,1466,29,Q3,2019,"Q3,2019"
721205508,Existing Customer,47,M,College,Married,$60K - $80K,Silver,36,3,3,4,8217,0,56,none,2018,"none,2018"
721205508,Existing Customer,47,M,College,Married,$60K - $80K,Silver,48,3,0,4,8217,1245,51,none,2019,"none,2019"
721207908,Existing Customer,47,F,High School,Single,Less than $40K,Blue,49,5,0,3,2000,1475,47,none,2019,"none,2019"
721207908,Existing Customer,47,F,High School,Single,Less than $40K,Blue,37,5,2,3,1493,0,95,none,2018,"none,2018"
721210158,Existing Customer,29,M,College,Married,$40K - $60K,Silver,17,3,1,3,4626,1232,102,none,2018,"none,2018"
721210158,Existing Customer,29,M,College,Married,$40K - $60K,Silver,29,3,2,3,4626,409,40,none,2019,"none,2019"
721211433,Existing Customer,42,M,College,Married,$40K - $60K,Blue,43,2,3,2,3322,633,105,none,2019,"none,2019"
721211433,Existing Customer,42,M,College,Married,$40K - $60K,Blue,31,2,2,2,3322,0,108,none,2018,"none,2018"
721212258,Existing Customer,48,M,Graduate,Married,$80K - $120K,Gold,40,2,3,3,30210,1946,88,none,2018,"none,2018"
721212258,Existing Customer,48,M,Graduate,Married,$80K - $120K,Gold,52,2,1,3,30210,1284,69,none,2019,"none,2019"
721213833,Existing Customer,46,F,College,Married,$40K - $60K,Silver,32,4,1,3,7966,1423,75,none,2018,"none,2018"
721213833,Existing Customer,46,F,College,Married,$40K - $60K,Silver,44,4,3,3,7966,684,67,none,2019,"none,2019"
721217283,Existing Customer,27,M,Graduate,Single,$60K - $80K,Silver,17,6,2,2,8713,1354,36,none,2018,"none,2018"
721217283,Existing Customer,27,M,Graduate,Single,$60K - $80K,Silver,29,6,5,2,8713,1360,45,none,2019,"none,2019"
721218408,Existing Customer,53,M,High School,Married,$40K - $60K,Blue,41,6,3,4,3401,1713,54,none,2018,"none,2018"
721218408,Attrited Customer,53,M,High School,Married,$40K - $60K,Blue,53,6,1,4,3401,378,42,Q2,2019,"Q2,2019"
721220583,Existing Customer,54,F,College,Married,$40K - $60K,Silver,41,3,1,3,7362,1176,130,none,2018,"none,2018"
721220583,Existing Customer,54,F,College,Married,$40K - $60K,Silver,53,3,1,3,7362,364,89,none,2019,"none,2019"
